user_id,skill_id,correct,order_id,sequence_idx,ms_first_response
64525,43,1,28180506,81,19618
64525,43,1,28180602,82,39668
64525,82,1,28180762,83,13518
64525,33,1,28180867,84,59626
64525,34,1,28180867,85,59626
64525,33,1,28181047,86,9717
64525,33,1,28181192,87,10733
64525,34,1,28181270,88,23083
64525,34,1,28181314,89,7992
64525,34,1,28181339,90,7701
64525,34,1,28181387,91,13347
64525,34,1,28181465,92,38916
64525,34,1,28181644,93,8944
64525,35,1,28181696,94,5935
64525,35,1,28181763,95,38947
64525,35,1,28181931,96,107749
64525,36,1,28181931,97,107749
64525,47,1,28181931,98,107749
64525,35,1,28182230,99,23980
64525,36,1,28182230,100,23980
64525,47,1,28182230,101,23980
64525,35,0,28182274,102,43788
64525,36,0,28182274,103,43788
64525,47,0,28182274,104,43788
64525,35,0,28182389,105,28565
64525,36,0,28182389,106,28565
64525,47,0,28182389,107,28565
64525,35,1,28182455,108,27689
64525,36,1,28182455,109,27689
64525,47,1,28182455,110,27689
64525,35,1,28182536,111,24821
64525,36,1,28182536,112,24821
64525,47,1,28182536,113,24821
64525,35,0,28182565,114,24981
64525,36,0,28182565,115,24981
64525,47,0,28182565,116,24981
64525,97,1,28182688,117,13993
64525,97,1,28182775,118,8388
64525,98,1,28182910,119,35704
64525,98,1,28183310,120,98434
64525,47,1,28183566,121,41309
64525,47,0,28183696,122,76881
64525,47,1,28184044,123,12602
64525,47,1,28184082,124,26260
64525,47,1,28184119,125,75417
64525,47,1,28184335,126,8292
64525,47,1,28184366,127,5516
64525,45,1,28184424,128,53891
64525,55,1,28184673,129,82553
64525,50,1,28184927,130,13792
64525,50,1,28184974,131,74510
64525,50,1,28185035,132,26649
64525,50,1,28185088,133,10020
64525,37,1,28185183,134,34592
64525,51,1,28185300,135,52810
64525,53,1,28185379,136,14794
64525,53,1,28185407,137,16033
64525,53,1,28185435,138,7804
64525,53,1,28185461,139,6379
64525,53,1,28185476,140,5691
64525,50,1,28185576,141,10158
64525,50,1,28185590,142,14834
64525,50,1,28185642,143,9089
64525,50,1,28185677,144,7924
64525,50,1,28185729,145,17479
64525,57,1,28185869,146,36678
64525,50,0,28185986,147,102349
64525,50,1,28186438,148,23574
64525,50,1,28186497,149,11293
64525,50,1,28186539,150,26739
64525,50,1,28186632,151,13074
64525,2,1,28186893,152,45935
64525,45,1,28186893,153,45935
64525,45,0,28186971,154,51708
64525,2,1,28187093,155,21618
64525,45,1,28187093,156,21618
64525,49,0,28187151,157,19273
64525,49,1,28187752,158,9668
64525,49,1,28187806,159,7083
64525,49,1,28187858,160,17172
64525,47,1,28187951,161,86723
64525,40,1,28188209,162,17479
64525,47,1,28188209,163,17479
64525,40,1,28188292,164,11639
64525,47,1,28188292,165,11639
64525,40,1,28188345,166,5994
64525,47,1,28188345,167,5994
64525,40,0,28188393,168,13347
64525,47,0,28188393,169,13347
64525,40,1,28188552,170,4115
64525,47,1,28188552,171,4115
64525,40,1,28188576,172,3559
64525,47,1,28188576,173,3559
64525,40,1,28188592,174,4221
64525,47,1,28188592,175,4221
64525,40,1,28188609,176,11060
64525,47,1,28188609,177,11060
64525,40,1,28188641,178,14116
64525,47,1,28188641,179,14116
64525,83,1,28188734,180,185252
64525,80,1,28189189,181,5391
64525,52,1,28189262,182,15953
64525,52,1,28189350,183,28634
64525,54,1,28229674,184,7343
64525,54,0,28229718,185,12312
64525,54,1,28230389,186,4547
64525,54,1,28230424,187,30531
64525,54,1,28230543,188,5031
64525,54,1,28230585,189,3750
64525,35,1,28230770,190,25796
64525,36,1,28230770,191,25796
64525,47,1,28230770,192,25796
64525,35,0,28230927,193,56592
64525,36,0,28230927,194,56592
64525,47,0,28230927,195,56592
64525,35,0,28231182,196,53733
64525,36,0,28231182,197,53733
64525,47,0,28231182,198,53733
64525,35,1,28231439,199,20375
64525,36,1,28231439,200,20375
64525,47,1,28231439,201,20375
64525,35,1,28231546,202,10031
64525,36,1,28231546,203,10031
64525,47,1,28231546,204,10031
64525,35,1,28231614,205,30108
64525,36,1,28231614,206,30108
64525,47,1,28231614,207,30108
64525,35,1,28231717,208,9484
64525,36,1,28231717,209,9484
64525,47,1,28231717,210,9484
64525,35,1,28231776,211,25453
64525,36,1,28231776,212,25453
64525,47,1,28231776,213,25453
64525,54,1,28386720,214,5694
64525,38,1,32281487,215,5016
64525,56,1,32281487,216,5016
64525,38,1,32281551,217,4339
64525,56,1,32281551,218,4339
64525,80,1,32281581,219,6918
64525,81,1,32281628,220,36274
64525,83,1,32281839,221,108950
64525,83,1,32282166,222,21364
64525,38,1,32282237,223,18202
64525,38,1,32282319,224,17679
64525,38,1,32282379,225,15655
64525,38,1,32282422,226,15978
64525,38,1,32282452,227,14977
64525,33,1,32282494,228,24792
64525,31,1,32282560,229,4266
64525,31,1,32282575,230,11405
64525,31,1,32282611,231,8429
64525,31,1,32282667,232,7933
64525,31,1,32282719,233,22776
64525,31,0,32282774,234,21009
64525,31,1,32282854,235,14298
64525,31,1,32282886,236,11148
64525,31,1,32282909,237,12416
64525,23,1,32282965,238,21577
64525,45,1,32283023,239,33086
64525,79,1,32283112,240,12344
64525,39,1,32283155,241,24453
64525,82,1,32283210,242,7270
64525,82,1,32283243,243,4058
64525,57,1,32283278,244,8062
64525,48,1,32283325,245,57665
64525,49,0,32283448,246,24011
64525,49,0,32283538,247,36340
64525,49,0,32283648,248,49161
64525,49,0,32283727,249,24957
64525,49,0,32283809,250,32968
64525,49,1,32283897,251,20439
64525,49,1,32283925,252,15051
64525,49,1,32283963,253,18962
64525,54,1,32284032,254,24366
64525,54,1,32284059,255,34595
64525,54,1,32284110,256,8297
64525,54,0,32284130,257,53659
64525,54,0,32284211,258,7481
64525,54,1,32284241,259,25157
64525,54,1,32284281,260,8656
64525,54,1,32284293,261,18778
64525,54,1,32284316,262,4709
64525,54,0,32284324,263,104903
64525,82,1,32284499,264,3611
64525,82,1,32284511,265,3614
64525,80,1,32284533,266,3884
64525,42,1,32284581,267,134259
64525,42,1,32284717,268,20310
64525,42,0,32284774,269,6157
64525,42,1,32284792,270,3294
64525,42,1,32284802,271,3679
64525,42,1,32284825,272,3384
64525,43,1,32284858,273,24223
64525,43,1,32284926,274,20726
64525,82,1,32284971,275,5396
64525,33,1,32284997,276,26102
64525,34,1,32284997,277,26102
64525,33,1,32285085,278,6174
64525,33,1,32285138,279,4843
64525,34,1,32285167,280,10642
64525,34,1,32285204,281,7183
64525,34,1,32285225,282,12673
64525,34,1,32285250,283,7355
64525,34,1,32285258,284,8788
64525,34,1,32285278,285,5514
64525,35,1,32285305,286,9534
64525,35,1,32285332,287,6393
64525,35,1,32285361,288,31969
64525,36,1,32285361,289,31969
64525,47,1,32285361,290,31969
64525,35,0,32285406,291,13017
64525,36,0,32285406,292,13017
64525,47,0,32285406,293,13017
64525,35,0,32285451,294,45348
64525,36,0,32285451,295,45348
64525,47,0,32285451,296,45348
64525,35,1,32285606,297,24229
64525,36,1,32285606,298,24229
64525,47,1,32285606,299,24229
64525,35,1,32285677,300,13956
64525,36,1,32285677,301,13956
64525,47,1,32285677,302,13956
64525,35,1,32285709,303,12681
64525,36,1,32285709,304,12681
64525,47,1,32285709,305,12681
64525,35,0,32285723,306,14982
64525,36,0,32285723,307,14982
64525,47,0,32285723,308,14982
64525,97,1,32285803,309,10766
64525,97,1,32285873,310,33674
64525,98,1,32285937,311,33627
64525,98,1,32286018,312,39573
64525,47,1,32286109,313,17655
64525,47,0,32286143,314,4700
64525,47,1,32286201,315,5926
64525,47,0,32286216,316,18873
64525,47,1,32286296,317,19593
64525,47,0,32286329,318,7841
64525,47,1,32286391,319,11726
64525,47,1,32286420,320,4499
64525,47,1,32286429,321,5383
64525,47,1,32286449,322,3526
64525,45,1,32286482,323,16725
64525,55,0,32286535,324,18285
64525,55,1,32286583,325,14937
64525,55,0,32286607,326,9652
64525,55,1,32286630,327,12543
64525,55,1,32286651,328,13422
64525,55,1,32286657,329,20553
64525,50,1,32286700,330,23826
64525,50,1,32286734,331,35041
64525,50,1,32286765,332,15766
64525,50,1,32286786,333,9792
64525,37,1,32286824,334,6625
64525,51,0,32286851,335,26752
64525,51,1,32286920,336,8916
64525,51,1,32286944,337,16638
64525,51,1,32286957,338,8250
64525,53,1,32286987,339,18054
64525,53,1,32287003,340,9643
64525,53,1,32287012,341,8499
64525,53,1,32287026,342,9305
64525,53,1,32287039,343,6647
64525,54,1,32412569,344,9616
64525,54,1,32412580,345,3494
64525,54,1,32412599,346,2688
64525,54,1,32412609,347,6189
64525,54,1,32412627,348,3411
64525,35,1,32412659,349,21168
64525,36,1,32412659,350,21168
64525,47,1,32412659,351,21168
64525,35,0,32412692,352,10213
64525,36,0,32412692,353,10213
64525,47,0,32412692,354,10213
64525,35,1,32412733,355,8600
64525,36,1,32412733,356,8600
64525,47,1,32412733,357,8600
64525,35,1,32412765,358,7551
64525,36,1,32412765,359,7551
64525,47,1,32412765,360,7551
64525,35,1,32412778,361,6245
64525,36,1,32412778,362,6245
64525,47,1,32412778,363,6245
64525,35,1,32412796,364,38377
64525,36,1,32412796,365,38377
64525,47,1,32412796,366,38377
64525,35,0,32412847,367,12431
64525,36,0,32412847,368,12431
64525,47,0,32412847,369,12431
64525,35,1,32412867,370,9889
64525,36,1,32412867,371,9889
64525,47,1,32412867,372,9889
64525,35,1,32412876,373,10520
64525,36,1,32412876,374,10520
64525,47,1,32412876,375,10520
64525,35,1,32412883,376,12282
64525,36,1,32412883,377,12282
64525,47,1,32412883,378,12282
64525,35,1,32412890,379,10804
64525,36,1,32412890,380,10804
64525,47,1,32412890,381,10804
64525,47,1,32412916,382,12637
64525,50,1,32412942,383,18216
64525,50,1,32412961,384,6481
64525,50,1,32412978,385,7258
64525,50,1,32412988,386,6276
64525,50,1,32412995,387,8947
64525,57,1,32413020,388,14193
64525,50,1,32413063,389,5973
64525,50,1,32413089,390,4082
64525,45,1,32413105,391,4526
64525,49,1,32413123,392,40479
64525,2,1,32413158,393,28122
64525,45,1,32413158,394,28122
64525,47,1,32413200,395,2997
64525,40,0,32413227,396,8204
64525,47,0,32413227,397,8204
64525,40,1,32413274,398,5871
64525,47,1,32413274,399,5871
64525,40,0,32413287,400,5604
64525,47,0,32413287,401,5604
64525,40,1,32413335,402,2930
64525,47,1,32413335,403,2930
64525,40,1,32413347,404,3474
64525,47,1,32413347,405,3474
64525,40,1,32413354,406,4589
64525,47,1,32413354,407,4589
64525,40,1,32413361,408,5805
64525,47,1,32413361,409,5805
64525,40,1,32413367,410,7314
64525,47,1,32413367,411,7314
64525,83,1,32413382,412,97833
64525,80,1,32413438,413,3474
64525,52,1,32413454,414,98188
64525,52,0,32413594,415,18262
64525,52,1,32413678,416,14924
64525,52,1,32413722,417,24134
64525,52,1,32413761,418,21273
64525,18,1,32413809,419,4374
64525,18,1,32413824,420,3275
64525,22,1,32413856,421,18029
64525,21,0,32413897,422,105737
64525,21,1,32414143,423,9363235
64525,21,0,32422907,424,41012
64525,21,1,32422977,425,313284
64525,21,0,32423404,426,36558
64525,21,0,32423465,427,33868
64525,21,1,32423520,428,37322
64525,68,1,32423894,429,69307
64525,21,0,32424140,430,72340
64525,21,1,32424247,431,53340
64525,21,0,32424298,432,899889
64525,21,1,32424743,433,62806
64525,21,0,32424777,434,16610
64525,118,1,32424802,435,83132
64525,21,1,32424862,436,48139
64525,68,1,32425062,437,420376
